sample_fp	plate	well	tile	cycle	channel
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	3	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	3	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	3	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	3	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	4	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	4	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	4	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	4	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	4	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	5	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	5	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	5	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	5	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	5	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	6	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	6	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	6	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	6	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	6	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	7	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	7	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	7	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	7	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	7	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	8	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	8	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	8	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	8	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	8	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	9	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	9	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	9	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	9	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	9	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	10	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	10	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	10	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	10	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	10	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	11	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	11	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	11	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	11	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	11	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_32_0_Fluorescence_405_nm_Ex.tiff	1	B1	32	12	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_32_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	32	12	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_32_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	32	12	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_32_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	32	12	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_32_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	32	12	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	1	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	1	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	1	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	1	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	1	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	2	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	2	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	2	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	2	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	2	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	3	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	3	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	3	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	3	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	3	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	4	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	4	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	4	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	4	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	4	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	5	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	5	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	5	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	5	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	5	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	6	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	6	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	6	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	6	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	6	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	7	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	7	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	7	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	7	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	7	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	8	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	8	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	8	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	8	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	8	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	9	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	9	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	9	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	9	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	9	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	10	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	10	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	10	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	10	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	10	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	11	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	11	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	11	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	11	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	11	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_33_0_Fluorescence_405_nm_Ex.tiff	1	B1	33	12	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_33_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	33	12	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_33_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	33	12	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_33_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	33	12	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_33_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	33	12	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	1	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	1	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	1	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	1	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	1	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	2	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	2	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	2	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	2	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	2	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	3	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	3	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	3	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	3	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C3/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	3	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	4	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	4	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	4	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	4	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C4/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	4	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	5	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	5	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	5	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	5	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C5/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	5	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	6	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	6	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	6	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	6	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C6/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	6	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	7	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	7	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	7	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	7	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C7/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	7	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	8	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	8	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	8	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	8	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C8/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	8	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	9	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	9	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	9	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	9	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C9/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	9	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	10	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	10	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	10	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	10	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C10/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	10	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	11	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	11	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	11	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	11	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C11/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	11	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_34_0_Fluorescence_405_nm_Ex.tiff	1	B1	34	12	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_34_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	34	12	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_34_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	34	12	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_34_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	34	12	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C12/B1_34_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	34	12	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_35_0_Fluorescence_405_nm_Ex.tiff	1	B1	35	1	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_35_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	35	1	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_35_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	35	1	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_35_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	35	1	638_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C1/B1_35_0_Fluorescence_638_nm_Ex_-_2.tiff	1	B1	35	1	638_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_35_0_Fluorescence_405_nm_Ex.tiff	1	B1	35	2	405_nm_Ex
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_35_0_Fluorescence_561_nm_Ex_-_1.tiff	1	B1	35	2	561_nm_Ex_-_1
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_35_0_Fluorescence_561_nm_Ex_-_2.tiff	1	B1	35	2	561_nm_Ex_-_2
/lab/ops_data/pumori/input_sbs/plate_1/C2/B1_35_0_Fluorescence_638_nm_Ex_-_1.tiff	1	B1	35	2	638_nm_Ex_-_1
