sample_fp	plate	round	well	tile
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0627_ChannelDAPI_Seq0627.nd2	1	1	B1	627
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0628_ChannelDAPI_Seq0628.nd2	1	1	B1	628
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0629_ChannelDAPI_Seq0629.nd2	1	1	B1	629
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0630_ChannelDAPI_Seq0630.nd2	1	1	B1	630
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0631_ChannelDAPI_Seq0631.nd2	1	1	B1	631
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0632_ChannelDAPI_Seq0632.nd2	1	1	B1	632
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0633_ChannelDAPI_Seq0633.nd2	1	1	B1	633
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0634_ChannelDAPI_Seq0634.nd2	1	1	B1	634
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0635_ChannelDAPI_Seq0635.nd2	1	1	B1	635
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0636_ChannelDAPI_Seq0636.nd2	1	1	B1	636
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0637_ChannelDAPI_Seq0637.nd2	1	1	B1	637
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0638_ChannelDAPI_Seq0638.nd2	1	1	B1	638
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0639_ChannelDAPI_Seq0639.nd2	1	1	B1	639
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0640_ChannelDAPI_Seq0640.nd2	1	1	B1	640
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0641_ChannelDAPI_Seq0641.nd2	1	1	B1	641
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0642_ChannelDAPI_Seq0642.nd2	1	1	B1	642
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0643_ChannelDAPI_Seq0643.nd2	1	1	B1	643
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0644_ChannelDAPI_Seq0644.nd2	1	1	B1	644
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0645_ChannelDAPI_Seq0645.nd2	1	1	B1	645
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0646_ChannelDAPI_Seq0646.nd2	1	1	B1	646
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0647_ChannelDAPI_Seq0647.nd2	1	1	B1	647
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0648_ChannelDAPI_Seq0648.nd2	1	1	B1	648
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0649_ChannelDAPI_Seq0649.nd2	1	1	B1	649
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0650_ChannelDAPI_Seq0650.nd2	1	1	B1	650
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0651_ChannelDAPI_Seq0651.nd2	1	1	B1	651
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0652_ChannelDAPI_Seq0652.nd2	1	1	B1	652
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0653_ChannelDAPI_Seq0653.nd2	1	1	B1	653
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0654_ChannelDAPI_Seq0654.nd2	1	1	B1	654
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0655_ChannelDAPI_Seq0655.nd2	1	1	B1	655
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0656_ChannelDAPI_Seq0656.nd2	1	1	B1	656
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0657_ChannelDAPI_Seq0657.nd2	1	1	B1	657
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0658_ChannelDAPI_Seq0658.nd2	1	1	B1	658
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0659_ChannelDAPI_Seq0659.nd2	1	1	B1	659
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0660_ChannelDAPI_Seq0660.nd2	1	1	B1	660
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0661_ChannelDAPI_Seq0661.nd2	1	1	B1	661
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0662_ChannelDAPI_Seq0662.nd2	1	1	B1	662
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0663_ChannelDAPI_Seq0663.nd2	1	1	B1	663
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0664_ChannelDAPI_Seq0664.nd2	1	1	B1	664
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0665_ChannelDAPI_Seq0665.nd2	1	1	B1	665
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0666_ChannelDAPI_Seq0666.nd2	1	1	B1	666
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0667_ChannelDAPI_Seq0667.nd2	1	1	B1	667
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0668_ChannelDAPI_Seq0668.nd2	1	1	B1	668
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0669_ChannelDAPI_Seq0669.nd2	1	1	B1	669
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0670_ChannelDAPI_Seq0670.nd2	1	1	B1	670
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0671_ChannelDAPI_Seq0671.nd2	1	1	B1	671
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0672_ChannelDAPI_Seq0672.nd2	1	1	B1	672
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0673_ChannelDAPI_Seq0673.nd2	1	1	B1	673
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0674_ChannelDAPI_Seq0674.nd2	1	1	B1	674
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0675_ChannelDAPI_Seq0675.nd2	1	1	B1	675
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0676_ChannelDAPI_Seq0676.nd2	1	1	B1	676
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0677_ChannelDAPI_Seq0677.nd2	1	1	B1	677
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0678_ChannelDAPI_Seq0678.nd2	1	1	B1	678
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0679_ChannelDAPI_Seq0679.nd2	1	1	B1	679
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0680_ChannelDAPI_Seq0680.nd2	1	1	B1	680
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0681_ChannelDAPI_Seq0681.nd2	1	1	B1	681
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0682_ChannelDAPI_Seq0682.nd2	1	1	B1	682
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0683_ChannelDAPI_Seq0683.nd2	1	1	B1	683
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0684_ChannelDAPI_Seq0684.nd2	1	1	B1	684
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0685_ChannelDAPI_Seq0685.nd2	1	1	B1	685
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0686_ChannelDAPI_Seq0686.nd2	1	1	B1	686
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0687_ChannelDAPI_Seq0687.nd2	1	1	B1	687
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0688_ChannelDAPI_Seq0688.nd2	1	1	B1	688
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0689_ChannelDAPI_Seq0689.nd2	1	1	B1	689
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0690_ChannelDAPI_Seq0690.nd2	1	1	B1	690
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0691_ChannelDAPI_Seq0691.nd2	1	1	B1	691
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0692_ChannelDAPI_Seq0692.nd2	1	1	B1	692
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0693_ChannelDAPI_Seq0693.nd2	1	1	B1	693
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0694_ChannelDAPI_Seq0694.nd2	1	1	B1	694
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0695_ChannelDAPI_Seq0695.nd2	1	1	B1	695
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0696_ChannelDAPI_Seq0696.nd2	1	1	B1	696
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0697_ChannelDAPI_Seq0697.nd2	1	1	B1	697
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0698_ChannelDAPI_Seq0698.nd2	1	1	B1	698
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0699_ChannelDAPI_Seq0699.nd2	1	1	B1	699
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0700_ChannelDAPI_Seq0700.nd2	1	1	B1	700
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0701_ChannelDAPI_Seq0701.nd2	1	1	B1	701
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0702_ChannelDAPI_Seq0702.nd2	1	1	B1	702
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0703_ChannelDAPI_Seq0703.nd2	1	1	B1	703
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0704_ChannelDAPI_Seq0704.nd2	1	1	B1	704
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0705_ChannelDAPI_Seq0705.nd2	1	1	B1	705
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0706_ChannelDAPI_Seq0706.nd2	1	1	B1	706
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0707_ChannelDAPI_Seq0707.nd2	1	1	B1	707
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0708_ChannelDAPI_Seq0708.nd2	1	1	B1	708
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0709_ChannelDAPI_Seq0709.nd2	1	1	B1	709
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0710_ChannelDAPI_Seq0710.nd2	1	1	B1	710
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0711_ChannelDAPI_Seq0711.nd2	1	1	B1	711
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0712_ChannelDAPI_Seq0712.nd2	1	1	B1	712
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0713_ChannelDAPI_Seq0713.nd2	1	1	B1	713
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0714_ChannelDAPI_Seq0714.nd2	1	1	B1	714
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0715_ChannelDAPI_Seq0715.nd2	1	1	B1	715
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0716_ChannelDAPI_Seq0716.nd2	1	1	B1	716
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0717_ChannelDAPI_Seq0717.nd2	1	1	B1	717
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0718_ChannelDAPI_Seq0718.nd2	1	1	B1	718
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0719_ChannelDAPI_Seq0719.nd2	1	1	B1	719
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0720_ChannelDAPI_Seq0720.nd2	1	1	B1	720
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0721_ChannelDAPI_Seq0721.nd2	1	1	B1	721
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0722_ChannelDAPI_Seq0722.nd2	1	1	B1	722
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0723_ChannelDAPI_Seq0723.nd2	1	1	B1	723
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0724_ChannelDAPI_Seq0724.nd2	1	1	B1	724
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0725_ChannelDAPI_Seq0725.nd2	1	1	B1	725
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0726_ChannelDAPI_Seq0726.nd2	1	1	B1	726
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0727_ChannelDAPI_Seq0727.nd2	1	1	B1	727
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0728_ChannelDAPI_Seq0728.nd2	1	1	B1	728
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0729_ChannelDAPI_Seq0729.nd2	1	1	B1	729
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0730_ChannelDAPI_Seq0730.nd2	1	1	B1	730
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0731_ChannelDAPI_Seq0731.nd2	1	1	B1	731
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0732_ChannelDAPI_Seq0732.nd2	1	1	B1	732
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0733_ChannelDAPI_Seq0733.nd2	1	1	B1	733
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0734_ChannelDAPI_Seq0734.nd2	1	1	B1	734
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0735_ChannelDAPI_Seq0735.nd2	1	1	B1	735
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0736_ChannelDAPI_Seq0736.nd2	1	1	B1	736
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0737_ChannelDAPI_Seq0737.nd2	1	1	B1	737
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0738_ChannelDAPI_Seq0738.nd2	1	1	B1	738
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0739_ChannelDAPI_Seq0739.nd2	1	1	B1	739
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0740_ChannelDAPI_Seq0740.nd2	1	1	B1	740
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0741_ChannelDAPI_Seq0741.nd2	1	1	B1	741
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0742_ChannelDAPI_Seq0742.nd2	1	1	B1	742
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0743_ChannelDAPI_Seq0743.nd2	1	1	B1	743
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0744_ChannelDAPI_Seq0744.nd2	1	1	B1	744
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0745_ChannelDAPI_Seq0745.nd2	1	1	B1	745
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0746_ChannelDAPI_Seq0746.nd2	1	1	B1	746
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0747_ChannelDAPI_Seq0747.nd2	1	1	B1	747
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0748_ChannelDAPI_Seq0748.nd2	1	1	B1	748
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0749_ChannelDAPI_Seq0749.nd2	1	1	B1	749
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0750_ChannelDAPI_Seq0750.nd2	1	1	B1	750
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0751_ChannelDAPI_Seq0751.nd2	1	1	B1	751
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0752_ChannelDAPI_Seq0752.nd2	1	1	B1	752
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0753_ChannelDAPI_Seq0753.nd2	1	1	B1	753
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0754_ChannelDAPI_Seq0754.nd2	1	1	B1	754
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0755_ChannelDAPI_Seq0755.nd2	1	1	B1	755
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0756_ChannelDAPI_Seq0756.nd2	1	1	B1	756
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0757_ChannelDAPI_Seq0757.nd2	1	1	B1	757
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0758_ChannelDAPI_Seq0758.nd2	1	1	B1	758
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0759_ChannelDAPI_Seq0759.nd2	1	1	B1	759
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0760_ChannelDAPI_Seq0760.nd2	1	1	B1	760
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0761_ChannelDAPI_Seq0761.nd2	1	1	B1	761
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0762_ChannelDAPI_Seq0762.nd2	1	1	B1	762
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0763_ChannelDAPI_Seq0763.nd2	1	1	B1	763
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0764_ChannelDAPI_Seq0764.nd2	1	1	B1	764
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0765_ChannelDAPI_Seq0765.nd2	1	1	B1	765
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0766_ChannelDAPI_Seq0766.nd2	1	1	B1	766
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0767_ChannelDAPI_Seq0767.nd2	1	1	B1	767
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0768_ChannelDAPI_Seq0768.nd2	1	1	B1	768
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0769_ChannelDAPI_Seq0769.nd2	1	1	B1	769
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0770_ChannelDAPI_Seq0770.nd2	1	1	B1	770
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0771_ChannelDAPI_Seq0771.nd2	1	1	B1	771
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0772_ChannelDAPI_Seq0772.nd2	1	1	B1	772
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0773_ChannelDAPI_Seq0773.nd2	1	1	B1	773
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0774_ChannelDAPI_Seq0774.nd2	1	1	B1	774
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0775_ChannelDAPI_Seq0775.nd2	1	1	B1	775
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0776_ChannelDAPI_Seq0776.nd2	1	1	B1	776
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0777_ChannelDAPI_Seq0777.nd2	1	1	B1	777
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0778_ChannelDAPI_Seq0778.nd2	1	1	B1	778
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0779_ChannelDAPI_Seq0779.nd2	1	1	B1	779
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0780_ChannelDAPI_Seq0780.nd2	1	1	B1	780
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0781_ChannelDAPI_Seq0781.nd2	1	1	B1	781
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0782_ChannelDAPI_Seq0782.nd2	1	1	B1	782
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0783_ChannelDAPI_Seq0783.nd2	1	1	B1	783
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0784_ChannelDAPI_Seq0784.nd2	1	1	B1	784
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0785_ChannelDAPI_Seq0785.nd2	1	1	B1	785
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0786_ChannelDAPI_Seq0786.nd2	1	1	B1	786
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0787_ChannelDAPI_Seq0787.nd2	1	1	B1	787
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0788_ChannelDAPI_Seq0788.nd2	1	1	B1	788
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0789_ChannelDAPI_Seq0789.nd2	1	1	B1	789
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0790_ChannelDAPI_Seq0790.nd2	1	1	B1	790
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0791_ChannelDAPI_Seq0791.nd2	1	1	B1	791
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0792_ChannelDAPI_Seq0792.nd2	1	1	B1	792
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0793_ChannelDAPI_Seq0793.nd2	1	1	B1	793
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0794_ChannelDAPI_Seq0794.nd2	1	1	B1	794
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0795_ChannelDAPI_Seq0795.nd2	1	1	B1	795
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0796_ChannelDAPI_Seq0796.nd2	1	1	B1	796
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0797_ChannelDAPI_Seq0797.nd2	1	1	B1	797
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0798_ChannelDAPI_Seq0798.nd2	1	1	B1	798
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0799_ChannelDAPI_Seq0799.nd2	1	1	B1	799
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0800_ChannelDAPI_Seq0800.nd2	1	1	B1	800
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0801_ChannelDAPI_Seq0801.nd2	1	1	B1	801
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0802_ChannelDAPI_Seq0802.nd2	1	1	B1	802
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0803_ChannelDAPI_Seq0803.nd2	1	1	B1	803
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0804_ChannelDAPI_Seq0804.nd2	1	1	B1	804
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0805_ChannelDAPI_Seq0805.nd2	1	1	B1	805
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0806_ChannelDAPI_Seq0806.nd2	1	1	B1	806
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0807_ChannelDAPI_Seq0807.nd2	1	1	B1	807
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0808_ChannelDAPI_Seq0808.nd2	1	1	B1	808
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0809_ChannelDAPI_Seq0809.nd2	1	1	B1	809
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0810_ChannelDAPI_Seq0810.nd2	1	1	B1	810
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0811_ChannelDAPI_Seq0811.nd2	1	1	B1	811
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0812_ChannelDAPI_Seq0812.nd2	1	1	B1	812
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0813_ChannelDAPI_Seq0813.nd2	1	1	B1	813
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0814_ChannelDAPI_Seq0814.nd2	1	1	B1	814
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0815_ChannelDAPI_Seq0815.nd2	1	1	B1	815
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0816_ChannelDAPI_Seq0816.nd2	1	1	B1	816
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0817_ChannelDAPI_Seq0817.nd2	1	1	B1	817
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0818_ChannelDAPI_Seq0818.nd2	1	1	B1	818
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0819_ChannelDAPI_Seq0819.nd2	1	1	B1	819
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0820_ChannelDAPI_Seq0820.nd2	1	1	B1	820
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0821_ChannelDAPI_Seq0821.nd2	1	1	B1	821
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0822_ChannelDAPI_Seq0822.nd2	1	1	B1	822
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0823_ChannelDAPI_Seq0823.nd2	1	1	B1	823
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0824_ChannelDAPI_Seq0824.nd2	1	1	B1	824
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0825_ChannelDAPI_Seq0825.nd2	1	1	B1	825
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0826_ChannelDAPI_Seq0826.nd2	1	1	B1	826
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0827_ChannelDAPI_Seq0827.nd2	1	1	B1	827
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0828_ChannelDAPI_Seq0828.nd2	1	1	B1	828
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0829_ChannelDAPI_Seq0829.nd2	1	1	B1	829
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0830_ChannelDAPI_Seq0830.nd2	1	1	B1	830
/lab/ops_data/pumori/input_ph/plate_1/round_1/WellB1_PointB1_0831_ChannelDAPI_Seq0831.nd2	1	1	B1	831
